_id,alignment,quality,consistency,overall,id,turn
677d856e8640497613a5ebb9,9.667,5.0,5.333,5.667,98385,3
677d856e8640497613a5ebba,9.667,9.333,9.333,9.333,29324,1
677d856e8640497613a5ebbb,10.0,3.667,7.0,5.333,356888,1
677d856e8640497613a5ebbc,10.0,9.0,8.667,9.333,356888,2
677d856e8640497613a5ebbd,10.0,4.333,5.333,5.667,356888,3
677d856e8640497613a5ebbe,10.0,9.667,9.333,10.0,520480,1
677d856e8640497613a5ebbf,10.0,9.667,9.667,9.667,566041,1
677d856e8640497613a5ebc0,9.333,9.333,9.667,9.0,566041,2
677d856e8640497613a5ebc1,9.667,8.333,9.667,9.333,259097,1
677d856e8640497613a5ebc3,9.333,6.667,7.667,6.667,259097,3
677d856e8640497613a5ebc4,10.0,8.667,10.0,9.333,50507,1
677d856e8640497613a5ebc5,9.0,7.0,6.0,7.0,50507,2
677d856e8640497613a5ebc6,10.0,9.667,9.667,10.0,512576,1
677d856e8640497613a5ebc8,8.333,9.0,9.0,8.333,512576,3
677d856e8640497613a5ebc9,1.333,8.0,10.0,1.667,3131,1
677d856e8640497613a5ebca,9.333,7.0,7.667,7.667,3131,2
677d856e8640497613a5ebcb,9.333,7.0,8.667,7.333,3131,3
677d856e8640497613a5ebcd,10.0,9.333,9.667,10.0,273560,2
677d856e8640497613a5ebd0,1.667,6.333,8.0,2.0,249441,1
677d856e8640497613a5ebd1,10.0,6.667,7.0,7.333,249441,2
677d856e8640497613a5ebd3,10.0,9.333,9.0,9.0,570297,1
677d856e8640497613a5ebd4,7.0,6.333,7.667,5.0,106508,1
677d856e8640497613a5ebd5,7.333,7.0,7.667,7.0,106508,2
677d856e8640497613a5ebd6,8.333,8.0,9.667,7.667,572804,1
677d856e8640497613a5ebd7,10.0,9.667,9.0,9.333,572804,2
677d856e8640497613a5ebd8,10.0,5.333,6.333,6.0,572804,3
677d856e8640497613a5ebd9,10.0,8.0,8.0,8.667,204863,1
677d856e8640497613a5ebda,4.0,6.333,9.333,4.667,309,1
677d856e8640497613a5ebdb,9.0,9.333,9.667,9.333,309,2
677d856e8640497613a5ebdc,9.333,8.667,9.0,8.667,357220,1
677d856e8640497613a5ebdd,10.0,9.667,9.333,9.667,158548,1
677d856e8640497613a5ebdf,10.0,10.0,10.0,10.0,240967,1
677d856e8640497613a5ebe0,9.333,6.667,7.667,7.333,240967,2
677d856e8640497613a5ebe1,9.333,8.0,9.0,8.0,475645,1
677d856e8640497613a5ebe3,10.0,10.0,9.667,10.0,34,1
677d856e8640497613a5ebe4,10.0,8.0,9.667,9.333,34,2
677d856e8640497613a5ebe6,10.0,9.667,10.0,10.0,393226,2
677d856e8640497613a5ebe8,10.0,5.333,6.0,5.667,207833,1
677d856e8640497613a5ebea,7.333,10.0,10.0,8.0,265748,2
677d856e8640497613a5ebeb,10.0,6.667,6.333,7.0,265748,3
677d856e8640497613a5ebec,9.667,7.333,9.0,7.667,90145,1
677d856e8640497613a5ebed,6.667,7.0,9.0,5.333,108871,1
677d856e8640497613a5ebee,7.0,7.333,8.0,5.667,108871,2
677d856e8640497613a5ebef,1.667,5.667,7.333,1.667,254387,1
677d856e8640497613a5ebf0,7.667,10.0,10.0,8.333,292451,1
677d856e8640497613a5ebf1,9.667,9.0,9.333,9.333,292451,2
677d856e8640497613a5ebf2,5.0,9.667,10.0,6.0,292451,3
677d856e8640497613a5ebf3,2.0,9.333,10.0,2.333,229301,1
677d856e8640497613a5ebf4,7.667,10.0,10.0,8.0,229301,2
677d856e8640497613a5ebf5,8.0,9.333,9.667,8.667,229301,3
677d856e8640497613a5ebf6,10.0,10.0,9.667,10.0,206622,1
677d856e8640497613a5ebf7,10.0,9.667,10.0,10.0,206622,2
677d856e8640497613a5ebf8,10.0,8.0,7.667,8.0,206622,3
677d856e8640497613a5ebf9,8.0,8.0,9.333,8.0,26735,1
677d856e8640497613a5ebfa,5.0,5.667,7.667,5.333,26735,2
677d856e8640497613a5ebfb,10.0,8.0,8.0,8.667,26735,3
677d856e8640497613a5ebfc,6.0,3.333,5.333,4.0,134290,1
677d856e8640497613a5ebfd,9.333,5.333,6.0,6.0,134290,2
677d856e8640497613a5ebfe,2.667,7.0,9.333,3.667,317806,1
677d856e8640497613a5ebff,10.0,7.667,9.667,9.0,317806,2
677d856e8640497613a5ec00,10.0,10.0,9.333,9.667,6484,1
677d856e8640497613a5ec01,9.667,7.333,9.0,8.333,6484,2
677d856e8640497613a5ec02,10.0,5.667,7.333,6.333,6484,3
677d856e8640497613a5ec03,8.0,6.667,9.333,6.0,81971,1
677d856e8640497613a5ec05,9.667,9.0,9.0,8.667,465545,1
677d856e8640497613a5ec06,9.667,9.0,10.0,9.333,519172,1
677d856e8640497613a5ec07,9.0,9.0,10.0,9.333,519172,2
677d856e8640497613a5ec08,1.0,6.667,8.667,1.333,519172,3
677d856e8640497613a5ec09,10.0,10.0,10.0,10.0,122927,1
677d856e8640497613a5ec0b,10.0,6.0,7.667,7.0,122927,3
677d856e8640497613a5ec0c,9.667,8.0,9.333,8.333,294973,1
677d856e8640497613a5ec0d,10.0,9.667,9.667,10.0,294973,2
677d856e8640497613a5ec0e,10.0,8.0,8.0,8.0,294973,3
677d856e8640497613a5ec0f,9.333,9.333,10.0,9.667,39480,1
677d856e8640497613a5ec10,10.0,10.0,10.0,10.0,142985,1
677d856e8640497613a5ec11,10.0,9.667,9.667,9.667,359569,1
677d856e8640497613a5ec12,10.0,9.0,8.667,9.0,158726,1
677d856e8640497613a5ec13,9.333,7.0,7.667,7.0,158726,2
677d856e8640497613a5ec15,8.333,8.667,8.667,8.0,543942,1
677d856e8640497613a5ec16,8.333,7.667,9.667,8.0,407550,1
