,_id,id,turn,rater,alignment,quality,consistency,overall
430,677d856e8640497613a5ea6d,86582,2,renz,10,10,10,10
431,677d856e8640497613a5eaac,129587,3,renz,8,7,7,7
432,677d856e8640497613a5eac5,315319,2,renz,9,9,9,9
433,677d856e8640497613a5eaf3,102625,3,renz,8,8,7,8
434,677d856e8640497613a5eb4d,177824,3,renz,1,1,1,1
435,677d856e8640497613a5eb52,308192,2,renz,10,10,10,10
436,677d856e8640497613a5eb5d,362944,2,renz,9,10,10,9
437,677d856e8640497613a5eb60,352426,2,renz,10,8,10,9
438,677d856e8640497613a5eb68,221427,1,renz,10,9,9,10
439,677d856e8640497613a5eb69,453302,1,renz,6,3,4,4
440,677d856e8640497613a5eb6b,100081,1,renz,10,9,10,10
441,677d856e8640497613a5eb75,262161,2,renz,2,10,10,2
442,677d856e8640497613a5eb8b,450597,1,renz,3,3,3,3
443,677d856e8640497613a5eb8c,450597,2,renz,7,10,10,7
444,677d856e8640497613a5ebcb,3131,3,renz,9,6,6,6
445,677d856e8640497613a5ebd3,570297,1,renz,10,8,7,7
446,677d856e8640497613a5ebd6,572804,1,renz,5,8,10,6
447,677d856e8640497613a5ebf0,292451,1,renz,8,10,10,8
448,677d856e8640497613a5ebfa,26735,2,renz,3,6,7,4
449,677d856e8640497613a5ec0d,294973,2,renz,10,9,9,10
450,677d856e8640497613a5ebfd,134290,2,renz,8,3,3,4
451,677d856e8640497613a5ec09,122927,1,renz,10,10,10,10
452,677d856e8640497613a5ec0b,122927,3,renz,10,4,10,6
453,677d856e8640497613a5ec12,158726,1,renz,10,10,10,10
454,677d856e8640497613a5ec11,359569,1,renz,10,9,9,9
455,677d856e8640497613a5ec13,158726,2,renz,10,6,7,6
456,677d856e8640497613a5ec00,6484,1,renz,10,10,9,9
457,677d856e8640497613a5ec16,407550,1,renz,9,9,9,9
458,677d856e8640497613a5ebfb,26735,3,renz,10,9,9,10
459,677d856e8640497613a5ec01,6484,2,renz,10,9,9,10
460,677d856e8640497613a5ec06,519172,1,renz,9,10,10,10
461,677d856e8640497613a5ec08,519172,3,renz,1,9,9,1
462,677d856e8640497613a5ec0e,294973,3,renz,10,6,6,6
463,677d856e8640497613a5ec0c,294973,1,renz,9,9,9,9
464,677d856e8640497613a5ebfe,317806,1,renz,1,9,9,1
465,677d856e8640497613a5ec03,81971,1,renz,5,8,8,5
466,677d856e8640497613a5ec07,519172,2,renz,8,7,10,8
467,677d856e8640497613a5ebff,317806,2,renz,10,8,10,9
468,677d856e8640497613a5ec15,543942,1,renz,8,8,8,8
469,677d856e8640497613a5ebfc,134290,1,renz,1,2,3,2
470,677d856e8640497613a5ec02,6484,3,renz,10,4,6,5
471,677d856e8640497613a5ec0f,39480,1,renz,9,10,10,10
472,677d856e8640497613a5ec05,465545,1,renz,9,10,10,9
473,677d856e8640497613a5ec10,142985,1,renz,10,10,10,10
